"finding_id","severity","slug","title","source_file","finding_path","root_cause_epic","root_cause_title","owner","sprint","labels"
"other-cron-auth-fail-open-f53f641bce","HIGH","other-cron-auth-fail-open","Fail-open cron route exposes service-role booking completion","server/jobs/auto-complete-bookings.ts",".deepsec/findings/HIGH/nabatableLP-other-cron-auth-fail-open-f53f641bce.md","SEC-002","Service-role before tenant authorization","Platform/API owner","Sprint 1","security-critical;tenant-isolation;service-role;needs-regression"
"other-customer-record-takeover-0a7c7e0bcd","HIGH","other-customer-record-takeover","Unauthenticated booking input can overwrite an existing customer's phone and expose that customer's bookings","server/customers.ts",".deepsec/findings/HIGH/nabatableLP-other-customer-record-takeover-0a7c7e0bcd.md","SEC-002","Service-role before tenant authorization","Platform/API owner","Sprint 1","security-critical;tenant-isolation;service-role;needs-regression"
"other-host-header-injection-e01a5ac93b","HIGH","other-host-header-injection","Spoofable host headers can poison auth magic-link callback URLs","lib/auth/redirects.ts",".deepsec/findings/HIGH/nabatableLP-other-host-header-injection-e01a5ac93b.md","SEC-001","Account takeover and auth-token exposure","Auth owner","Sprint 1","security-critical;account-takeover;secrets;needs-regression"
"other-insecure-tls-73eafb271e","HIGH","other-insecure-tls","Production DB fallback disables TLS certificate verification","scripts/grant-production-restaurant-access.ts",".deepsec/findings/HIGH/nabatableLP-other-insecure-tls-73eafb271e.md","SEC-004","Production data scripts lack target safety","Data operations owner","Sprint 1","high-bug;service-role;data-integrity;needs-prod-config"
"other-magic-link-token-exfiltration-84f7156bcf","HIGH","other-magic-link-token-exfiltration","Magic-link callback origin is trusted without validation","server/auth/magic-link-email.ts",".deepsec/findings/HIGH/nabatableLP-other-magic-link-token-exfiltration-84f7156bcf.md","SEC-001","Account takeover and auth-token exposure","Auth owner","Sprint 1","security-critical;account-takeover;secrets;needs-regression"
"other-oauth-account-linking-csrf-ddf57f794c","HIGH","other-oauth-account-linking-csrf","OAuth callback is not bound to the initiating app session","src/app/api/ops/google-business-profile/callback/route.ts",".deepsec/findings/HIGH/nabatableLP-other-oauth-account-linking-csrf-ddf57f794c.md","SEC-002","Service-role before tenant authorization","Platform/API owner","Sprint 1","security-critical;tenant-isolation;service-role;needs-regression"
"other-partial-contact-takeover-0d006f29fe","HIGH","other-partial-contact-takeover","Partial contact matching can disclose existing bookings and poison customer records","src/app/api/bookings/route.ts",".deepsec/findings/HIGH/nabatableLP-other-partial-contact-takeover-0d006f29fe.md","SEC-001","Account takeover and auth-token exposure","Auth owner","Sprint 1","security-critical;account-takeover;secrets;needs-regression"
"other-tls-verification-disabled-a2e13b41ab","HIGH","other-tls-verification-disabled","Production database connection disables TLS verification","scripts/staging/import-prod-staff.ts",".deepsec/findings/HIGH/nabatableLP-other-tls-verification-disabled-a2e13b41ab.md","SEC-002","Service-role before tenant authorization","Platform/API owner","Sprint 1","security-critical;tenant-isolation;service-role;needs-regression"
"privilege-escalation-050562d2e8","HIGH","privilege-escalation","Invitation creation exposes bearer invite tokens to the inviter","server/team/invitations.ts",".deepsec/findings/HIGH/nabatableLP-privilege-escalation-050562d2e8.md","SEC-001","Account takeover and auth-token exposure","Auth owner","Sprint 1","security-critical;account-takeover;secrets;needs-regression"
"rce-12eab78a7b","HIGH","rce","Menu data file is executed in an unsafe Node VM with privileged env loaded","scripts/import-old-school-house-drinks-staging.ts",".deepsec/findings/HIGH/nabatableLP-rce-12eab78a7b.md","SEC-002","Service-role before tenant authorization","Platform/API owner","Sprint 1","security-critical;tenant-isolation;service-role;needs-regression"
"rce-27acc9da5e","HIGH","rce","Menu data file is executed as JavaScript with Supabase secrets loaded","scripts/import-old-school-house-drinks-staging.ts",".deepsec/findings/HIGH/nabatableLP-rce-27acc9da5e.md","SEC-004","Production data scripts lack target safety","Data operations owner","Sprint 1","high-bug;service-role;data-integrity;needs-prod-config"
"secret-in-log-7ce9758566","HIGH","secret-in-log","Auth callback logs magic-link token hashes and OAuth codes","src/app/api/auth/callback/route.ts",".deepsec/findings/HIGH/nabatableLP-secret-in-log-7ce9758566.md","SEC-001","Account takeover and auth-token exposure","Auth owner","Sprint 1","security-critical;account-takeover;secrets;needs-regression"
"xss-0d602712de","HIGH","xss","Stored restaurant fields can break out of the email preview script tag","src/services/ops/restaurants.ts",".deepsec/findings/HIGH/nabatableLP-xss-0d602712de.md","SEC-007","Stored/reflected XSS and output encoding","Frontend/platform owner","Sprint 2","xss;needs-regression"
"xss-14706e13d5","HIGH","xss","Stored unsafe URL can execute from the public map link","src/components/restaurants/PublicSections.tsx",".deepsec/findings/HIGH/nabatableLP-xss-14706e13d5.md","SEC-006","Generic URL validation and redirect policy gaps","Web/API owner","Sprint 2","xss;data-integrity;needs-regression"
"xss-1a5cc1a7fc","HIGH","xss","Email preview can execute template-controlled script","src/app/api/ops/restaurants/[id]/email-templates/[templateKey]/preview/route.ts",".deepsec/findings/HIGH/nabatableLP-xss-1a5cc1a7fc.md","SEC-007","Stored/reflected XSS and output encoding","Frontend/platform owner","Sprint 2","xss;needs-regression"
"xss-25cf91e948","HIGH","xss","Email template preview can execute same-origin script","src/app/app/(app)/email-templates/page.tsx",".deepsec/findings/HIGH/nabatableLP-xss-25cf91e948.md","SEC-007","Stored/reflected XSS and output encoding","Frontend/platform owner","Sprint 2","xss;needs-regression"
"xss-2f2fc14c6f","HIGH","xss","Stored unsafe URL can become a public JavaScript link","src/app/api/onboarding/restaurant/route.ts",".deepsec/findings/HIGH/nabatableLP-xss-2f2fc14c6f.md","SEC-006","Generic URL validation and redirect policy gaps","Web/API owner","Sprint 2","xss;data-integrity;needs-regression"
"xss-30418e6d71","HIGH","xss","JSON-LD annotation can break out into executable script","server/emails/base.ts",".deepsec/findings/HIGH/nabatableLP-xss-30418e6d71.md","SEC-006","Generic URL validation and redirect policy gaps","Web/API owner","Sprint 2","xss;data-integrity;needs-regression"
"xss-364c4c4a35","HIGH","xss","Template-controlled text can break out of the email preview JSON-LD script","lib/restaurants/email-templates.ts",".deepsec/findings/HIGH/nabatableLP-xss-364c4c4a35.md","SEC-007","Stored/reflected XSS and output encoding","Frontend/platform owner","Sprint 2","xss;needs-regression"
"xss-3830940ee5","HIGH","xss","Stored XSS through email template preview script break-out","lib/restaurants/email-templates.ts",".deepsec/findings/HIGH/nabatableLP-xss-3830940ee5.md","SEC-007","Stored/reflected XSS and output encoding","Frontend/platform owner","Sprint 2","xss;needs-regression"
"xss-42dee15618","HIGH","xss","Restaurant details update accepts executable public map URLs","server/restaurants/details.ts",".deepsec/findings/HIGH/nabatableLP-xss-42dee15618.md","SEC-006","Generic URL validation and redirect policy gaps","Web/API owner","Sprint 2","xss;data-integrity;needs-regression"
"xss-43e11adae7","HIGH","xss","Unsandboxed email preview can execute template-controlled HTML","src/components/features/email-templates/EmailTemplatesPreviewPane.tsx",".deepsec/findings/HIGH/nabatableLP-xss-43e11adae7.md","SEC-007","Stored/reflected XSS and output encoding","Frontend/platform owner","Sprint 2","xss;needs-regression"
"xss-4dc2cc33da","HIGH","xss","Stored XSS through email template JSON-LD preview","src/app/api/ops/restaurants/[id]/email-templates/[templateKey]/route.ts",".deepsec/findings/HIGH/nabatableLP-xss-4dc2cc33da.md","SEC-007","Stored/reflected XSS and output encoding","Frontend/platform owner","Sprint 2","xss;needs-regression"
"xss-5d00695647","HIGH","xss","Stored javascript: URL can execute from public restaurant links","src/components/features/restaurant-settings/RestaurantProfileSection.tsx",".deepsec/findings/HIGH/nabatableLP-xss-5d00695647.md","SEC-006","Generic URL validation and redirect policy gaps","Web/API owner","Sprint 2","xss;data-integrity;needs-regression"
"xss-7080cd2c4a","HIGH","xss","Email template fields can break out of the preview iframe via JSON-LD script injection","src/app/api/ops/restaurants/schema.ts",".deepsec/findings/HIGH/nabatableLP-xss-7080cd2c4a.md","SEC-007","Stored/reflected XSS and output encoding","Frontend/platform owner","Sprint 2","xss;needs-regression"
"xss-7678701b24","HIGH","xss","Restaurant update endpoint stores unsafe public link schemes","src/app/api/ops/restaurants/[id]/route.ts",".deepsec/findings/HIGH/nabatableLP-xss-7678701b24.md","SEC-006","Generic URL validation and redirect policy gaps","Web/API owner","Sprint 2","xss;data-integrity;needs-regression"
"xss-7a34565f5c","HIGH","xss","Profile URL fields allow script URLs that are rendered to public users","src/app/api/ops/restaurants/[id]/details/route.ts",".deepsec/findings/HIGH/nabatableLP-xss-7a34565f5c.md","SEC-006","Generic URL validation and redirect policy gaps","Web/API owner","Sprint 2","xss;data-integrity;needs-regression"
"xss-8a99f2aecf","HIGH","xss","Unsafe URL schemes can be persisted into public map links","server/restaurants/details.ts",".deepsec/findings/HIGH/nabatableLP-xss-8a99f2aecf.md","SEC-006","Generic URL validation and redirect policy gaps","Web/API owner","Sprint 2","xss;data-integrity;needs-regression"
"xss-8b2935fc4f","HIGH","xss","Unsafe JSON serialization inside email annotation script","server/emails/base.ts",".deepsec/findings/HIGH/nabatableLP-xss-8b2935fc4f.md","SEC-007","Stored/reflected XSS and output encoding","Frontend/platform owner","Sprint 2","xss;needs-regression"
"xss-91d94fcdd6","HIGH","xss","Stored javascript: URL can reach public restaurant map links","src/app/api/restaurants/[slug]/route.ts",".deepsec/findings/HIGH/nabatableLP-xss-91d94fcdd6.md","SEC-006","Generic URL validation and redirect policy gaps","Web/API owner","Sprint 2","xss;data-integrity;needs-regression"
"xss-9a4e99d22d","HIGH","xss","Stored email template copy can break out of inline JSON-LD script","server/restaurants/emailTemplates.ts",".deepsec/findings/HIGH/nabatableLP-xss-9a4e99d22d.md","SEC-007","Stored/reflected XSS and output encoding","Frontend/platform owner","Sprint 2","xss;needs-regression"
"xss-a061935b09","HIGH","xss","Restaurant profile update stores unsafe URL schemes used as public links","src/app/api/ops/restaurants/[id]/route.ts",".deepsec/findings/HIGH/nabatableLP-xss-a061935b09.md","SEC-006","Generic URL validation and redirect policy gaps","Web/API owner","Sprint 2","xss;data-integrity;needs-regression"
"xss-a6bc0c0d12","HIGH","xss","Restaurant profile form persists unsafe external-link schemes","components/ops/restaurants/RestaurantDetailsForm.tsx",".deepsec/findings/HIGH/nabatableLP-xss-a6bc0c0d12.md","SEC-006","Generic URL validation and redirect policy gaps","Web/API owner","Sprint 2","xss;data-integrity;needs-regression"
"xss-aca02b85c3","HIGH","xss","Email preview HTML can execute script through unsafe JSON-LD serialization","src/app/api/ops/restaurants/[id]/email-templates/[templateKey]/preview/route.ts",".deepsec/findings/HIGH/nabatableLP-xss-aca02b85c3.md","SEC-007","Stored/reflected XSS and output encoding","Frontend/platform owner","Sprint 2","xss;needs-regression"
"xss-accc3c95c4","HIGH","xss","Restaurant update persists unsafe URL schemes used by public pages","server/restaurants/update.ts",".deepsec/findings/HIGH/nabatableLP-xss-accc3c95c4.md","SEC-006","Generic URL validation and redirect policy gaps","Web/API owner","Sprint 2","xss;data-integrity;needs-regression"
"xss-b6974c3250","HIGH","xss","Stored URL fields allow javascript: and data: schemes","src/app/api/ops/restaurants/schema.ts",".deepsec/findings/HIGH/nabatableLP-xss-b6974c3250.md","SEC-006","Generic URL validation and redirect policy gaps","Web/API owner","Sprint 2","xss;data-integrity;needs-regression"
"xss-bf228a6a73","HIGH","xss","Email template preview can execute saved template content as same-origin script","src/hooks/ops/useOpsEmailTemplatesPageState.ts",".deepsec/findings/HIGH/nabatableLP-xss-bf228a6a73.md","SEC-007","Stored/reflected XSS and output encoding","Frontend/platform owner","Sprint 2","xss;needs-regression"
"xss-bff23ad95e","HIGH","xss","Unsandboxed email preview can execute template-controlled script","src/components/features/email-templates/EmailTemplatesPreviewPane.tsx",".deepsec/findings/HIGH/nabatableLP-xss-bff23ad95e.md","SEC-007","Stored/reflected XSS and output encoding","Frontend/platform owner","Sprint 2","xss;needs-regression"
